Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	population	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	new_profits_3	new_profits_4	gains_3	gains_4	reallocation_0.8residual_1	reallocation_0.8residual_2	reallocation_0.2residual_1	reallocation_0.2residual_2	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_1_%gdp	gains_1_%pop	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_2_%gdp	gains_2_%pop	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_3_%gdp	gains_3_%pop	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_4_%gdp	gains_4_%pop	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_5_%gdp	gains_5_%pop	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_6_%gdp	gains_6_%pop	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_7_%gdp	gains_7_%pop	gains_8_tax	gains_8_%tot_tax	gains_8_%cit	gains_8_%gdp	gains_8_%pop
Trinidad and Tobago	67.0	1740047238.0	-349382469.0	200568492.0	62162918.0	1321377609.0	2666087101.0	4133.0	1196705883.0	TT	-57.40657010469521						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	22296000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	TTO					15224.0	1.0	0.25	1362168.0	False	True	True	False	False	False	False	False	False	False	True					-114664529.25104362	-439135410.225	102092647.77338848	122618227.79092993	191845588.99838847	212371169.01592994	541228057.9983885	561753638.0159299	-12571881.477655143	7953698.539886311	336810587.5223448	357336167.5398863	-187774351.7991651	-187774351.7991651	20418529.5546777	24523645.558185987	-282020351.49553096	-277915235.4920227	67362117.50446904	71467233.5079773	151967000.83497736	182519747.8122888	501349469.8349774	531902216.81228876	135307014.49959713			0.006068667675798221	99.33210477679488	140438409.50398248			0.006298816357372734	103.09918417110259	84202646.8805862			0.003776580861167304	61.81517028779578	89334041.88497157			0.004006729542741818	65.58224968210351	16840529.37611726			0.0007553161722334616	12.36303405755917	17866808.376994327			0.0008013459085483641	13.116449936420711	125337367.45874435			0.005621518095566215	92.01314922883546	132975554.20307219			0.00596409913002656	97.62052419604056
Uruguay	117.0	3868144645.0	921603068.0	27940455.0	33967610.0	1776819178.0	1595429299.0	6116.0	699235502.0	UY	3.0317233058516684						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	52420000000.0	2016.0	Latin America & The Caribbean	High Income	1980.0	URY	0.34229075870978226	0.02717406481148219	0.02717406481148219	0.2370923569982293	102.0	5.0	0.25	3437963.5	False	False	True	False	False	False	False	False	False	False	True	17942881571.566788	1424464477.4178965	1424464477.4178965	12428381353.847181	302462748.77786595	869160405.35	226953108.02734876	219388425.36095372	279395770.67734873	271831088.0109537	-642207297.3226513	-649771979.9890463	529415856.8052147	521851174.1388197	-392187211.1947853	-399751893.8611803	495312255.3777073	495312255.3777073	45390621.605469756	43877685.07219075	843165625.761043	841652689.227764	-78437442.23895705	-79950378.77223599	337824357.6721382	326564172.3193978	-583778710.3278618	-595038895.6806022	-160551824.33066282	-0.008947939810575437	-0.11271030403067157	-0.0030627971066513318	-46.69968844365649	-162442994.99726158	-0.009053339306138938	-0.11403794027332949	-0.0030988743799553907	-47.24977301162784	-98046802.79869632	-0.005464384436113446	-0.06883064081487252	-0.0018704082945191973	-28.518860889214306	-99937973.46529508	-0.005569783931676946	-0.07015827705753043	-0.001906485567823256	-29.06894545718565	-19609360.559739262	-0.001092876887222689	-0.013766128162974503	-0.00037408165890383943	-5.70377217784286	-19987594.693058997	-0.0011139567863353882	-0.014031655411506073	-0.00038129711356465085	-5.813789091437124	-145944677.58196545	-0.008133848345364821	-0.10245582104407193	-0.0027841411213652316	-42.45090955211288	-148759723.92015055	-0.008290737656981633	-0.10443203483024362	-0.0028378428828720057	-43.269721717566384
Venezuela	148.0	2055111547.0	-3216948409.0	32530688.0	30403789.0	3213052404.0	-4871518708.0	22807.0	2420589076.0	VE	-1.0112281536436662						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	236116000000.0	2016.0	Latin America & The Caribbean	UMICs	1980.0	VEN	0.20279104878902893	0.007864773381706894	0.0	0.20279104878902893	300.0	5.0	0.340000004	31359689.0	False	True	True	False	False	False	False	False	False	False	True	47882211275.87035	1856998831.795105	0.0	47882211275.87035	-1055776713.6933213	-3398492589.7	120578208.86750807	455242022.9781293	302122389.56750804	636786203.6781293	3519070798.567508	3853734612.678129	-935198504.8258133	-600534690.7151921	2281749904.1741867	2616413718.284808	-1728937356.2453432	-1728937356.2453432	24115641.773501616	91048404.59562588	-2760598428.165163	-2693665665.3430386	456349980.83483696	523282743.65696144	179483137.78991824	677637091.3564171	3396431546.7899184	3894585500.356417	1196484085.589236	0.024988070803492513	0.6443106291201222	0.005067357085454759	38.153569877215176	1310269783.7255025	0.027364437623326656	0.7055846031194882	0.005549263005156374	41.78197633673926	775794976.5462232	0.016202154325674917	0.4177681554038919	0.003285651868345318	24.73860555652268	889580674.6824898	0.01857852114550906	0.4790421294032581	0.0037675577880469336	28.367012016046772	155158995.3092445	0.003240430865134981	0.08355363108077832	0.0006571303736690632	4.947721111304532	177916134.93649787	0.0037157042291018102	0.09580842588065157	0.0007535115576093864	5.6734024032093515	1154786739.4942985	0.024117239131690622	0.621856470624702	0.00489076021741135	36.82392193029396	1324159085.699524	0.02765450989868585	0.7130640380745416	0.005608087066101086	42.22487938893539
Virgin Islands	52.0	461725718.0	18881793.0	9519816.0	8457088.0	1080481515.0	-1213188105.0	1538.0	493611386.0	VI	50.4179661327714										3173680264.0886602			Tax haven									0.0	107593.0	False	False	False	False	False	False	False	False	False	False	True					6196853.299358448	-18139060.949999996	27090529.536353257	40179087.222740985	64111383.48635325	77199941.17274098	45229590.48635325	58318148.17274098	33287382.835711703	46375940.522099435	14405589.835711703	27494147.522099435	10147951.760513242	10147951.760513242	5418105.907270651	8035817.444548197	21762910.967142344	24380622.504419886	2881117.9671423435	5498829.504419886	40324809.028452665	59807395.681224294	21443016.028452665	40925602.681224294	0.0			0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0
Americas, other countries	60.0	3236276102.0	-6209700.0	56171581.0	74999929.0	1428874224.0	243803096.0	2062.0	1282229537.0	Americas_other	-904.5780150409844													UMICs											False	False	False	False	False	False	False	False	False	False	True					-2037973.8265866041	-102376915.27499999	189879900.363326	130647974.8249086	286047115.638326	226815190.0999086	292256815.638326	233024890.0999086	187841926.5367394	128610000.998322	194051626.5367394	134819700.998322	-3337380.9387307167	-3337380.9387307167	37975980.07266521	26129594.96498172	32600625.307347886	20754240.1996644	38810325.307347886	26963940.1996644	282640127.4370755	194472191.01785493	288849827.4370755	200681891.01785493																																								
Armenia	15.0	34405746.0	352205.0	365936.0	310814.0	2670972.0	-884316.0	425.0	4117372.0	AM	103.89858179185416						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10572000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	ARM	0.2098528499381572	0.0278106374346326	0.0278106374346326	0.1796031886849546	50.0	5.0	0.20000000300000004	2919609.0	False	False	False	False	False	False	False	False	False	False	True	2218564329.546198	294014058.95893586	294014058.95893586	1898764910.77734	115590.86132871716	43402.100000000035	2018665.7184065883	8369134.252694744	2327468.618406588	8677937.152694743	1975263.6184065882	8325732.152694743	2134256.5797353056	8484725.11402346	1782051.5797353056	8132520.11402346	189291.3109370263	189291.3109370263	403733.1436813177	1673826.8505389488	708615.3159470612	1978709.0228046924	356410.3159470612	1626504.0228046924	3004825.3386038356	12457628.04379745	2652620.3386038356	12105423.04379745	395052.7296071086	0.00017806683554130506	0.001343652514461169	3.736783291781201e-05	0.13531014927242263	1665146.4555161453	0.0007505513513131923	0.005663492628251195	0.00015750534009800846	0.5703320052500679	356410.3212932159	0.00016064908127596137	0.0012122220364400832	3.371266754570714e-05	0.12207467551073309	1626504.0472022526	0.0007331335970478485	0.005532062150230109	0.00015385017472590356	0.5570965314883782	71282.0642586432	3.212981625519228e-05	0.00024244440728801668	6.74253350914143e-06	0.02441493510214662	325300.8094404506	0.00014662671940956977	0.001106412430046022	3.0770034945180727e-05	0.11141930629767569	530524.0756786282	0.00023912945349984313	0.00180441737227513	5.0181997321096116e-05	0.18171065909120987	2421084.6450757594	0.0010912844008318598	0.00823458801136413	0.00022900914160762007	0.8292496170123326
Australia	626.0	114224661226.0	2494829871.0	2690171158.0	2333158928.0	253654979696.0	28643687022.0	243078.0	106377343705.0	AU	107.82984400141487						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1264944000000.0	2017.0	East Asia & Pacific	High Income	1980.0	AUS	0.2857851967025552	0.047073664446856574	0.047073664446856574	0.2857851967025552	142708.0	5.0	0.300000012	24041166.0	False	False	False	False	True	True	False	False	True	False	True	361502269857.717	59545549400.064545	59545549400.064545	361502269857.717	818783190.6347221	-5483470906.875	6701828462.418239	7560339650.331741	14680129240.29324	15538640428.206741	12185299369.29324	13043810557.206741	7520611653.05296	8379122840.966463	5025781782.05296	5884292969.966463	1340837344.2922225	1340837344.2922225	1340365692.4836478	1512067930.0663483	3499986227.4105926	3671688464.993293	1005156356.4105926	1176858593.9932928	9975809167.030525	11253720684.22497	7480979296.030525	8758890813.22497	3655589957.0115643	0.010112218544161179	0.061391489269013305	0.002889922365742329	152.0554351237192	3913143323.687749	0.010824671516524408	0.06571680609405053	0.0030935308785904744	162.76844990329292	1507734594.9252694	0.004170747241832523	0.02532069331992149	0.001191937820903747	62.714703393557095	1765287961.6014545	0.004883200214195753	0.029646010144958726	0.001395546333751893	73.42771817313081	301546918.985054	0.0008341494483665049	0.0050641386639843	0.00023838756418074952	12.542940678711425	353057592.3202909	0.0009766400428391506	0.005929202028991745	0.0002791092667503786	14.685543634626162	2244293878.580909	0.006208242840257231	0.03769037150874749	0.0017742239012801427	93.35212271238878	2627667349.0741806	0.007268743706943802	0.044128694344893096	0.002077299350069395	109.29866500959982
Azerbaijan	34.0	1408780229.0	-123259223.0	74114744.0	88391374.0	274409949.0	507587238.0	1707.0	2672316474.0	AZ	-60.129166967083684						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	37810000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	AZE	0.16506068407502758	0.040658330268481056		0.15628907686649504	0.0	4.0	0.20000000300000004	9701165.25	False	False	False	False	False	False	False	False	False	False	True	6240944464.876793	1537291467.4512687		5909289996.322178	-40452690.20393925	-323682958.54999995	82656436.3130299	70888643.9887265	283080171.8630299	271312379.53872645	406339394.8630299	394571602.53872645	42203746.10909065	30435953.784787245	165462969.10909066	153695176.78478724	-66245226.2368486	-66245226.2368486	16531287.26260598	14177728.797745299	-90166629.17818187	-92520187.64304255	33092593.82181813	30739035.35695745	123035801.30549456	105519200.9921917	246295024.30549455	228778423.9921917	81267880.19162418	0.013021727824849111	0.052864327885954604	0.002149375302608415	8.377125643914187	78914321.69146012	0.012644612067224672	0.05133335048186733	0.0020871283176794528	8.134519890944041	33092594.318207044	0.0053024978037295115	0.021526558247976526	0.0008752339147899245	3.4111978783380734	30739035.818042982	0.004925382046105072	0.01999558084388925	0.0008129869298609622	3.1685921253679274	6618518.863641408	0.001060499560745902	0.004305311649595305	0.00017504678295798487	0.6822395756676146	6147807.163608598	0.0009850764092210146	0.003999116168777851	0.00016259738597219247	0.6337184250735857	49259005.59998399	0.00789287677165005	0.0320427236102808	0.0013028036392484525	5.07763802910006	45755685.48477362	0.007331532229181103	0.029763832333391946	0.0012101477250667449	4.716514388286873
Bahrain	55.0	1421750519.0	223157878.0	7131890.0	6387676.0	1261724364.0	-886150119.0	3630.0	387145605.0	BH	3.1958943434656613						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	32176000000.000008	2016.0	Middle East & North Africa	High Income	1980.0	BHR	0.010698814875357579	0.0012930118512464242		0.010698814875357579	1270.0	4.0	0.0	1406501.75	False	False	False	False	False	False	False	False	False	False	True	344245067.4295055	41603949.325704955		344245067.4295055	73238629.00955063	194121957.625	83417433.61216684	104570079.2963751	112453353.98716684	133605999.6713751	-110704524.01283316	-89551878.3286249	156656062.62171745	177808708.30592573	-66501815.37828255	-45349169.69407427	119935399.1923595	119935399.1923595	16683486.72243337	20914015.85927502	209857514.9243435	214088044.06118515	-13300363.075656503	-9069833.938814849	124168561.39856274	155654708.4861491	-98989316.60143726	-67503169.5138509	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Bangladesh	46.0	1294792118.0	431316960.0	164242813.0	163423354.0	70571531.0	86964218.0	3448.0	1645978529.0	BD	38.07937740264144						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	235623000000.0	2016.0	South Asia	LMICs	1980.0	BGD	0.08190838789003095	0.016350831023436912	0.016350831023436912	0.08190838789003095	349757.0	5.0	0.2600000024	162056869.0	False	False	False	False	False	False	False	False	False	False	True	19299500079.812763	3852631858.2352753	3852631858.2352753	19299500079.812763	141554773.2487723	307868570.325	75968486.80652523	97693879.179165	199416876.48152524	221142268.85416502	-231900083.51847476	-210174691.14583498	217523260.05529752	239248652.4279373	-213793699.94470248	-192068307.5720627	231809749.4009822	231809749.4009822	15193697.361305047	19538775.835833002	388558220.0110596	392903298.48558754	-42758739.98894042	-38413661.51441246	113080651.24909449	145419343.5333957	-318236308.7509055	-285897616.4666043	-60294022.27136363	-0.003124123527657126	-0.01565008661351353	-0.0002558919217197117	-0.37205471538120133	-54645420.20233635	-0.0028314422641182993	-0.014183919516090765	-0.00023191887125762912	-0.3371990372240028	-55586362.49872752	-0.0028801970138527446	-0.014428153154552701	-0.00023591229421035943	-0.34300528476042275	-49937760.42970024	-0.002587515750313918	-0.012961986057129938	-0.00021193924374827687	-0.3081496066032242	-11117272.499745484	-0.0005760394027705478	-0.002885630630910535	-4.7182458842071804e-05	-0.06860105695208442	-9987552.085940028	-0.0005175031500627825	-0.0025923972114259824	-4.238784874965529e-05	-0.061629921320644716	-82741441.03900257	-0.004287232347823866	-0.02147660199147677	-0.00035116029012024537	-0.5105704037698184	-74333380.96747139	-0.003851570282135129	-0.019294182185764387	-0.0003154759126548401	-0.45868701170248694
Brunei	24.0	193458292.0	-591701.0	5073988.0	3786609.0	46243112.0	-83090481.0	450.0	152139797.0	BN	-857.5256759748587						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11399000000.0	2016.0	East Asia & Pacific	High Income	1980.0	BRN					10554.0	1.0	0.185000002	420284.75	False	False	False	False	False	False	False	False	False	False	True					-194191.53117946442	-12002185.775	11350651.19651501	13468056.485483749	22761135.97151501	24878541.26048375	23352836.97151501	25470242.26048375	11156459.665335547	13273864.954304285	11748160.665335547	13865565.954304285	-318007.57505642844	-318007.57505642844	2270130.239303002	2693611.29709675	1757931.1330671092	2181412.190860857	2349632.133067109	2773113.190860857	16895677.186148494	20047478.401363637	17487378.186148494	20639179.401363637	4320274.886435951			0.0003790047272950216	10.279399589054686	4711994.869129978			0.0004133691437082181	11.2114343171623	2173409.7465833975			0.0001906667029198524	5.171279106804131	2565129.7292774245			0.00022503111933304892	6.103313834911746	434681.94931667944			3.813334058397047e-05	1.0342558213608262	513025.94585548487			4.500622386660978e-05	1.220662766982349	3235164.999412228			0.0002838112991852117	7.697555049076199	3818248.2305306317			0.00033496343806742974	9.08490786432444
